EmployeeID,Age,Gender,Department,JobRole,Education,ExperienceYears,MonthlySalary,PerformanceScore,AttendanceRate,Overtime,JobSatisfaction,YearsAtCompany,Attrition
E1623,53,Male,Sales,Marketing Specialist,Master's,15,108384,2,76.74,Yes,4,15,No
E1624,54,Male,Sales,Software Engineer,Bachelor's,16,25390,4,98.33,No,1,5,No
E1625,55,Female,Operations,Software Engineer,Master's,7,112535,2,83.66,No,4,4,No
E1626,21,Male,HR,Sales Executive,High School,18,70436,5,87.1,Yes,1,4,No
E1627,41,Female,Marketing,Financial Analyst,Bachelor's,19,36569,4,84.0,Yes,4,3,No
E1628,26,Female,Sales,Marketing Specialist,High School,14,38029,4,69.53,Yes,1,1,Yes
E1629,48,Female,Operations,HR Executive,High School,8,47490,2,78.15,No,2,11,Yes
E1630,37,Female,Marketing,Sales Executive,Bachelor's,19,70875,2,68.47,Yes,5,5,No
E1631,25,Male,Finance,HR Executive,Master's,9,148552,1,86.8,Yes,1,8,Yes
E1632,51,Male,Finance,Sales Executive,High School,11,125864,5,80.64,Yes,5,11,No
E1633,25,Male,Sales,Financial Analyst,High School,20,30867,1,92.23,No,2,0,No
E1634,58,Male,Operations,Financial Analyst,High School,19,105820,4,72.72,No,2,13,No
E1635,23,Female,Operations,Financial Analyst,High School,0,124515,2,70.76,No,4,6,No
E1636,43,Female,Marketing,Operations Manager,Bachelor's,19,34121,4,79.22,No,5,5,No
E1637,57,Male,Marketing,Financial Analyst,Bachelor's,8,26539,4,97.43,No,3,2,No
E1638,57,Female,Operations,Software Engineer,PhD,14,116024,3,89.86,Yes,4,0,No
E1639,30,Female,Marketing,Software Engineer,PhD,0,42027,3,79.66,Yes,5,12,No
E1640,30,Female,Operations,Operations Manager,High School,11,99229,4,83.1,Yes,1,3,No
E1641,39,Male,HR,Marketing Specialist,Master's,2,33921,2,67.95,Yes,1,14,No
E1642,37,Male,Operations,HR Executive,High School,10,75435,4,99.46,No,2,13,No
E1643,41,Male,Finance,Sales Executive,Master's,1,147368,3,88.32,No,3,8,No
E1644,34,Female,Marketing,Sales Executive,High School,15,35310,2,74.99,No,1,14,No
E1645,29,Male,Operations,Operations Manager,PhD,8,88965,4,85.5,No,5,1,No
E1646,21,Male,Operations,Software Engineer,PhD,14,147033,5,68.83,No,5,2,No
E1647,33,Male,Marketing,Sales Executive,Master's,11,136048,5,98.8,Yes,1,1,Yes
E1648,24,Male,HR,Software Engineer,High School,0,121444,4,71.12,Yes,5,13,No
E1649,21,Male,HR,Marketing Specialist,Master's,12,94922,2,87.68,No,5,1,No
E1650,52,Male,Marketing,HR Executive,PhD,13,122799,4,73.59,No,2,9,No
E1651,54,Female,IT,Marketing Specialist,High School,7,118948,4,90.11,Yes,3,10,Yes
E1652,48,Female,Marketing,Operations Manager,High School,7,107839,3,92.19,No,2,10,No
E1653,51,Male,Marketing,Financial Analyst,Master's,11,37242,5,88.57,No,3,7,No
E1654,28,Male,HR,Financial Analyst,Bachelor's,0,142027,3,86.51,No,5,2,No
E1655,59,Female,HR,Financial Analyst,Master's,10,137561,3,96.24,No,3,6,Yes
E1656,46,Female,Marketing,Marketing Specialist,PhD,7,33947,4,67.75,No,5,7,No
E1657,54,Male,Marketing,Sales Executive,PhD,9,137250,3,76.58,Yes,5,2,No
E1658,23,Male,Marketing,HR Executive,PhD,18,96466,5,73.69,No,2,1,No
E1659,32,Male,HR,Financial Analyst,PhD,10,128706,3,99.58,Yes,2,12,No
E1660,21,Male,Marketing,Operations Manager,PhD,6,145351,5,78.63,No,4,12,No
E1661,25,Female,Marketing,Operations Manager,Bachelor's,10,149749,3,90.64,No,1,7,No
E1662,50,Male,Sales,Financial Analyst,High School,16,86816,5,88.97,No,4,2,Yes
E1663,50,Male,IT,Financial Analyst,Master's,0,73785,3,72.42,No,4,6,No
E1664,37,Male,Finance,HR Executive,Master's,20,144963,3,73.36,No,3,11,No
E1665,43,Male,IT,Financial Analyst,PhD,20,25507,2,74.84,No,5,0,No
E1666,35,Female,Sales,HR Executive,Master's,7,91972,5,79.39,No,5,13,No
E1667,57,Female,Finance,Operations Manager,PhD,5,52151,5,73.2,No,5,14,No
E1668,41,Female,Marketing,Financial Analyst,Bachelor's,17,36618,5,65.69,No,1,11,No
E1669,34,Male,Sales,Marketing Specialist,Bachelor's,5,99286,1,95.78,Yes,3,5,No
E1670,22,Male,Marketing,Marketing Specialist,High School,4,41122,3,98.8,No,3,11,No
E1671,31,Female,HR,Operations Manager,Bachelor's,12,32354,5,76.95,No,5,11,No
E1672,59,Male,Operations,HR Executive,Bachelor's,18,134598,1,76.85,Yes,4,15,No
E1673,58,Male,Sales,Marketing Specialist,High School,7,55979,2,65.25,Yes,1,12,No
E1674,54,Female,HR,HR Executive,Master's,8,111436,5,88.81,No,4,8,No
E1675,58,Female,Sales,Marketing Specialist,PhD,16,104376,5,93.89,Yes,2,11,No
E1676,54,Female,Sales,Marketing Specialist,PhD,2,77774,1,70.13,No,3,2,No
E1677,38,Female,HR,HR Executive,Master's,18,127703,3,70.59,No,3,13,No
E1678,50,Male,Finance,Sales Executive,High School,10,30037,2,92.65,No,4,6,No
E1679,35,Male,IT,Marketing Specialist,Master's,16,53633,5,86.57,Yes,1,12,Yes
E1680,47,Female,Marketing,Financial Analyst,Bachelor's,20,49495,3,66.57,No,3,5,Yes
E1681,54,Male,Sales,Operations Manager,High School,18,89550,2,86.79,No,4,7,No
E1682,58,Female,Marketing,Sales Executive,High School,1,106384,4,75.81,No,1,2,No
E1683,53,Female,Operations,HR Executive,High School,7,61483,4,77.91,No,4,2,Yes
E1684,44,Male,HR,Sales Executive,PhD,18,138181,2,91.94,No,1,3,No
E1685,35,Female,Marketing,Software Engineer,Master's,6,98373,1,93.38,No,5,2,Yes
E1686,50,Male,HR,Software Engineer,High School,16,59069,2,79.01,No,1,8,No
E1687,37,Male,Marketing,Marketing Specialist,High School,5,32370,2,98.15,No,2,15,No
E1688,25,Male,IT,Marketing Specialist,High School,18,144873,1,79.23,No,5,10,Yes
E1689,49,Male,IT,Financial Analyst,Master's,5,141843,1,92.01,No,4,3,No
E1690,24,Female,IT,Operations Manager,PhD,1,96947,3,81.94,Yes,5,5,Yes
E1691,30,Male,IT,Sales Executive,Bachelor's,5,64133,3,96.41,Yes,5,7,No
E1692,37,Female,IT,Software Engineer,PhD,4,121035,1,96.77,No,4,10,No
E1693,30,Female,IT,Marketing Specialist,High School,18,120761,4,68.06,No,4,12,Yes
E1694,37,Female,HR,Operations Manager,PhD,19,138753,4,97.78,No,2,7,No
E1695,40,Female,Sales,Sales Executive,PhD,3,25692,2,93.89,No,4,15,No
E1696,44,Male,Marketing,Marketing Specialist,Bachelor's,16,53926,5,92.7,Yes,3,14,No
E1697,25,Male,IT,Marketing Specialist,Master's,10,124782,2,72.03,No,3,4,No
E1698,54,Female,HR,Software Engineer,Master's,3,129700,2,93.18,Yes,2,4,No
E1699,26,Female,HR,Software Engineer,PhD,12,98984,5,94.75,No,1,5,No
E1700,22,Male,HR,Marketing Specialist,PhD,19,68390,1,75.12,No,1,9,No
E1701,33,Female,Sales,HR Executive,Master's,16,74593,4,98.33,No,3,6,No
E1702,31,Male,Marketing,Marketing Specialist,Master's,8,100609,2,66.75,No,4,12,No
E1703,43,Female,Sales,Operations Manager,Bachelor's,3,125950,5,70.25,No,2,12,No
E1704,36,Male,Finance,Marketing Specialist,High School,13,30209,3,83.82,No,1,9,No
E1705,51,Female,HR,Financial Analyst,PhD,18,31533,2,85.15,Yes,1,13,No
E1706,31,Female,Finance,Financial Analyst,Master's,2,111597,4,87.58,Yes,5,6,No
E1707,36,Male,Operations,Financial Analyst,PhD,13,32211,1,65.59,No,3,12,No
E1708,28,Female,IT,HR Executive,PhD,7,34927,2,98.61,No,4,3,No
E1709,24,Female,IT,HR Executive,Master's,0,102463,2,66.56,No,2,5,No
E1710,24,Male,Sales,Marketing Specialist,Bachelor's,9,142333,5,70.01,No,1,6,No
E1711,45,Female,Marketing,Financial Analyst,PhD,17,49594,3,65.49,No,5,4,No
E1712,23,Male,Finance,HR Executive,Bachelor's,15,99852,3,84.84,No,3,4,No
E1713,52,Male,Marketing,Software Engineer,Master's,7,102713,1,97.63,No,3,1,Yes
E1714,23,Female,Sales,Marketing Specialist,High School,0,101382,4,88.31,Yes,2,6,No
E1715,47,Female,IT,Operations Manager,High School,11,32933,1,93.79,Yes,1,11,No
E1716,49,Female,Marketing,Sales Executive,PhD,7,128780,2,65.46,No,2,5,No
E1717,52,Female,Marketing,Marketing Specialist,Master's,15,137157,2,83.97,Yes,2,10,No
E1718,39,Female,IT,Sales Executive,Bachelor's,17,65696,3,81.08,Yes,5,0,No
E1719,41,Female,Finance,Financial Analyst,PhD,3,90449,4,82.46,Yes,3,3,No
E1720,25,Female,IT,Sales Executive,Master's,5,92616,5,67.53,No,4,2,No
E1721,38,Male,Marketing,Financial Analyst,Master's,11,31089,4,88.96,No,3,11,No
E1722,48,Female,Finance,Software Engineer,Bachelor's,8,81548,2,82.61,No,3,14,No
E1723,42,Male,Finance,Sales Executive,PhD,14,51123,5,91.78,No,5,2,Yes
E1724,41,Female,IT,Marketing Specialist,Master's,15,32797,4,81.99,No,4,6,No
E1725,26,Female,Marketing,Financial Analyst,Master's,11,75013,4,70.23,No,1,10,No
E1726,21,Male,Sales,Marketing Specialist,Master's,13,33346,5,87.69,Yes,4,11,No
E1727,25,Female,Marketing,HR Executive,Bachelor's,12,110414,2,71.03,Yes,1,9,No
E1728,32,Female,HR,Financial Analyst,PhD,1,58672,4,95.53,No,4,3,No
E1729,46,Male,Operations,Sales Executive,PhD,2,42653,5,86.46,No,2,14,No
E1730,54,Female,Sales,Financial Analyst,PhD,9,74556,2,70.5,No,4,11,No
E1731,34,Female,Finance,Marketing Specialist,PhD,8,148723,5,98.68,No,5,7,No
E1732,46,Female,Sales,Software Engineer,High School,19,133278,5,83.14,No,1,15,No
E1733,47,Male,Finance,Financial Analyst,High School,7,51140,4,67.55,Yes,3,10,No
E1734,29,Female,Finance,Sales Executive,PhD,9,26184,2,86.94,Yes,5,15,No
E1735,46,Female,Sales,HR Executive,Bachelor's,18,148626,4,73.86,Yes,1,8,No
E1736,42,Female,Finance,Operations Manager,High School,2,59493,1,93.13,Yes,1,2,No
E1737,50,Female,Finance,Software Engineer,Master's,4,69148,1,93.62,No,3,15,No
E1738,37,Male,HR,HR Executive,High School,2,49846,2,99.26,Yes,2,4,No
E1739,46,Male,Marketing,Financial Analyst,Master's,15,136361,5,82.57,Yes,5,3,No
E1740,56,Female,Marketing,Marketing Specialist,PhD,16,47195,4,80.92,No,3,13,No
E1741,21,Female,Operations,Marketing Specialist,High School,14,30606,4,91.37,No,3,11,No
E1742,28,Male,Operations,Sales Executive,Bachelor's,2,28956,2,69.64,Yes,2,15,No
E1743,55,Male,HR,Marketing Specialist,High School,11,41555,2,84.14,Yes,5,9,No
E1744,35,Female,Operations,Software Engineer,High School,8,115385,1,84.12,No,3,14,No
E1745,42,Male,Sales,Marketing Specialist,High School,20,43690,3,68.13,No,2,5,No
E1746,34,Female,IT,Sales Executive,PhD,11,83502,2,79.63,No,5,10,Yes
E1747,46,Male,IT,Operations Manager,Bachelor's,14,149586,3,94.86,No,4,9,No
E1748,48,Male,IT,Financial Analyst,High School,1,73849,2,94.97,No,1,3,Yes
E1749,43,Male,HR,Financial Analyst,Bachelor's,17,51347,5,68.47,No,2,7,Yes
E1750,34,Male,HR,Marketing Specialist,PhD,19,123725,5,68.18,No,1,2,No
E1751,44,Female,Finance,HR Executive,Master's,11,128844,1,74.19,No,4,10,No
E1752,22,Male,IT,Financial Analyst,High School,3,116321,1,95.62,Yes,3,4,No
E1753,46,Male,Sales,Operations Manager,Bachelor's,15,74056,3,69.51,No,3,12,Yes
E1754,34,Female,Operations,Marketing Specialist,Bachelor's,15,88851,2,90.2,No,5,15,Yes
E1755,27,Male,Sales,Sales Executive,PhD,0,123234,4,68.54,Yes,2,15,No
E1756,23,Male,Operations,Operations Manager,High School,1,106502,1,86.81,No,2,0,No
E1757,43,Female,IT,Marketing Specialist,Master's,2,121633,4,77.46,Yes,5,12,No
E1758,38,Male,IT,Operations Manager,Bachelor's,20,106418,4,92.61,No,1,14,No
E1759,58,Female,IT,Financial Analyst,High School,19,95211,2,73.18,No,3,5,No
E1760,55,Female,HR,Sales Executive,Master's,16,66850,3,87.37,No,3,10,No
E1761,35,Female,Operations,Marketing Specialist,Bachelor's,19,103545,2,73.25,No,2,4,No
E1762,45,Female,HR,Software Engineer,Bachelor's,20,52843,1,89.98,Yes,2,7,No
E1763,57,Male,HR,Sales Executive,Master's,0,87320,4,95.58,No,5,8,No
E1764,48,Female,Marketing,Software Engineer,Master's,19,54793,2,69.44,No,4,7,No
E1765,30,Male,Sales,Operations Manager,PhD,5,64516,2,95.33,No,1,15,No
E1766,59,Male,Sales,HR Executive,High School,14,129407,2,85.78,No,4,7,No
E1767,37,Male,Finance,Sales Executive,High School,13,42857,1,69.45,No,4,11,No
E1768,59,Male,HR,Operations Manager,PhD,19,44627,3,79.96,No,2,13,No
E1769,42,Male,Operations,Software Engineer,Bachelor's,14,86822,2,70.63,Yes,2,12,No
E1770,46,Male,Marketing,Financial Analyst,Master's,13,109101,1,89.51,No,2,2,No
E1771,45,Male,Marketing,Financial Analyst,Master's,20,116561,4,91.56,No,4,3,No
E1772,37,Male,Sales,HR Executive,Master's,4,77248,5,68.7,No,1,15,No
E1773,33,Male,HR,Sales Executive,Bachelor's,5,80798,1,82.71,Yes,2,14,No
E1774,40,Male,Finance,Sales Executive,Master's,16,118368,5,93.51,Yes,3,10,Yes
E1775,45,Female,HR,Sales Executive,Master's,10,69116,2,97.77,No,1,3,No
E1776,24,Female,IT,Operations Manager,PhD,15,100318,2,82.97,No,3,14,No
E1777,30,Female,HR,HR Executive,Bachelor's,11,129186,1,98.26,No,1,14,Yes
E1778,23,Male,IT,Sales Executive,High School,14,112902,5,83.75,No,2,13,No
E1779,38,Female,IT,Operations Manager,PhD,3,53557,2,78.8,No,5,10,No
E1780,56,Female,Finance,Financial Analyst,PhD,17,96334,4,94.69,No,2,4,No
E1781,42,Female,Operations,Software Engineer,High School,20,100163,3,82.25,Yes,4,12,No
E1782,54,Male,Sales,Operations Manager,PhD,2,131719,3,81.52,No,4,8,No
E1783,28,Male,HR,Financial Analyst,Bachelor's,7,148099,2,82.16,Yes,1,11,Yes
E1784,39,Male,IT,Financial Analyst,Master's,2,103002,5,94.64,No,4,8,No
E1785,57,Male,HR,Software Engineer,Bachelor's,7,67614,2,94.12,No,2,9,No
E1786,26,Female,Operations,Financial Analyst,High School,17,37720,5,79.12,No,3,12,Yes
E1787,46,Female,Sales,HR Executive,High School,9,82608,4,76.67,No,2,11,No
E1788,54,Female,Operations,Software Engineer,PhD,19,132449,5,82.22,No,1,13,No
E1789,26,Female,Sales,Financial Analyst,Bachelor's,16,127828,2,85.05,No,4,0,No
E1790,57,Male,Marketing,Marketing Specialist,Bachelor's,7,97095,4,73.34,Yes,3,13,No
E1791,53,Male,Sales,Operations Manager,High School,10,130924,1,92.79,No,5,13,No
E1792,42,Male,Finance,Financial Analyst,Bachelor's,4,109694,3,82.03,Yes,3,7,No
E1793,41,Female,Operations,HR Executive,High School,12,121452,2,76.69,No,3,15,No
E1794,26,Male,IT,Sales Executive,Bachelor's,20,112593,2,68.74,Yes,2,13,No
E1795,26,Male,Marketing,Financial Analyst,Bachelor's,4,60892,2,73.36,Yes,5,0,No
E1796,24,Female,Finance,Sales Executive,Bachelor's,12,131975,4,98.22,No,1,15,No
E1797,50,Female,HR,Marketing Specialist,High School,5,102242,1,75.68,No,1,1,No
E1798,31,Male,Operations,Financial Analyst,PhD,4,141041,5,70.91,No,3,6,No
E1799,50,Male,IT,Software Engineer,Bachelor's,8,102606,1,81.12,Yes,3,14,No
E1800,51,Male,Sales,Sales Executive,High School,15,148769,4,75.75,No,4,7,No
E1801,44,Male,IT,Marketing Specialist,High School,1,143542,2,66.23,Yes,5,0,No
E1802,29,Male,HR,Software Engineer,Bachelor's,0,131438,3,76.31,No,3,14,No
E1803,23,Male,Marketing,Software Engineer,Bachelor's,7,25924,2,84.04,No,4,2,No
E1804,51,Female,Marketing,Software Engineer,PhD,18,76322,5,84.31,No,5,6,No
E1805,57,Female,Operations,Software Engineer,High School,10,51478,3,77.48,No,1,12,No
E1806,56,Female,Marketing,Financial Analyst,High School,11,96042,2,80.66,No,4,8,No
E1807,44,Male,Operations,Operations Manager,Master's,11,71418,3,98.79,No,5,7,Yes
E1808,51,Female,Operations,Financial Analyst,High School,6,87217,1,78.21,No,4,7,No
E1809,26,Male,Operations,Financial Analyst,PhD,12,125699,4,74.04,No,3,14,No
E1810,22,Male,Sales,Marketing Specialist,Master's,7,115140,2,73.52,No,2,8,Yes
E1811,40,Female,Finance,Marketing Specialist,Master's,8,105846,5,81.02,Yes,1,9,No
E1812,48,Male,Operations,Operations Manager,Master's,6,98762,1,91.58,No,3,2,No
E1813,31,Male,Operations,Marketing Specialist,Bachelor's,20,36781,2,72.21,No,3,7,Yes
E1814,24,Female,Finance,HR Executive,Bachelor's,14,30515,1,89.83,No,5,0,Yes
E1815,35,Female,IT,Operations Manager,High School,1,142358,5,65.74,Yes,4,15,No
E1816,26,Female,Operations,Marketing Specialist,Master's,19,61133,2,79.66,Yes,1,7,No
E1817,50,Male,Sales,Operations Manager,PhD,11,107508,5,92.16,No,3,12,No
E1818,58,Female,Marketing,Financial Analyst,Bachelor's,0,122628,3,76.86,No,5,6,No
E1819,22,Female,Marketing,Financial Analyst,PhD,7,101946,5,84.73,Yes,1,12,No
E1820,35,Male,HR,Operations Manager,PhD,4,110058,3,72.17,No,4,14,No
E1821,31,Female,HR,HR Executive,Bachelor's,14,34095,2,90.97,No,3,7,No
E1822,28,Female,Marketing,HR Executive,Bachelor's,0,113583,3,66.83,No,3,0,Yes
E1823,46,Female,Marketing,Operations Manager,Bachelor's,0,45470,2,94.84,Yes,3,5,No
E1824,25,Male,Sales,Marketing Specialist,Bachelor's,9,68129,2,71.94,Yes,1,6,No
E1825,26,Male,Finance,Sales Executive,Master's,9,33531,4,95.6,No,1,13,No
E1826,46,Male,HR,HR Executive,Master's,20,62038,2,77.34,Yes,1,10,No
E1827,24,Male,Finance,Software Engineer,Master's,14,112939,3,90.29,Yes,1,4,No
E1828,39,Female,Sales,Financial Analyst,Master's,16,67674,4,76.17,No,5,13,Yes
E1829,40,Male,Marketing,Operations Manager,High School,5,119658,4,96.71,No,2,4,Yes
E1830,53,Male,Operations,Software Engineer,Master's,2,107476,2,69.43,Yes,5,6,Yes
E1831,40,Female,Finance,Operations Manager,Bachelor's,12,54831,5,71.25,Yes,3,14,No
E1832,32,Female,Marketing,Financial Analyst,PhD,15,82174,5,82.26,Yes,5,10,No
E1833,21,Female,Marketing,Financial Analyst,Master's,7,36279,4,67.87,Yes,4,14,No
E1834,46,Male,IT,HR Executive,High School,14,63220,2,71.86,No,1,15,Yes
E1835,34,Male,Finance,HR Executive,Bachelor's,16,85610,5,98.03,No,4,2,No
E1836,58,Male,Operations,Software Engineer,PhD,16,77719,2,99.18,No,4,5,No
E1837,57,Female,Finance,Operations Manager,PhD,12,149936,2,78.17,No,3,6,No
E1838,31,Female,Marketing,Financial Analyst,Master's,16,78051,4,97.32,No,1,0,No
E1839,56,Male,Operations,Software Engineer,PhD,5,97013,4,84.07,Yes,4,11,Yes
E1840,33,Female,Sales,Sales Executive,Master's,16,81652,1,74.44,No,3,1,No
E1841,23,Female,IT,Software Engineer,Master's,15,90524,5,89.58,No,1,15,No
E1842,53,Female,Marketing,Marketing Specialist,Bachelor's,13,107936,5,88.06,No,2,11,Yes
E1843,26,Male,HR,Software Engineer,Bachelor's,12,31470,5,99.62,Yes,3,3,No
E1844,30,Female,HR,Marketing Specialist,High School,5,92598,3,74.28,No,5,12,No
E1845,25,Female,IT,Marketing Specialist,Bachelor's,2,66798,2,88.52,No,1,15,No
E1846,43,Male,Sales,Marketing Specialist,Bachelor's,13,149517,4,66.82,No,4,7,No
E1847,30,Male,Marketing,Sales Executive,Master's,13,78473,5,68.98,Yes,4,10,Yes
E1848,22,Female,Finance,Software Engineer,Bachelor's,14,44880,1,65.14,No,5,12,No
E1849,33,Female,IT,Software Engineer,Master's,7,125117,5,99.98,No,5,13,No
E1850,22,Male,Sales,Sales Executive,Master's,14,69439,2,93.08,No,4,9,No
E1851,40,Male,Finance,Financial Analyst,Bachelor's,12,145944,2,92.54,No,1,5,No
E1852,21,Female,HR,HR Executive,High School,16,39308,4,82.84,Yes,3,0,Yes
E1853,57,Female,HR,Software Engineer,High School,20,116563,3,75.5,Yes,5,9,No
E1854,29,Female,Finance,HR Executive,PhD,2,121256,4,70.29,No,5,4,Yes
E1855,37,Female,IT,Operations Manager,PhD,5,60081,5,74.96,No,5,6,Yes
E1856,29,Male,HR,Operations Manager,Bachelor's,4,100242,1,78.16,Yes,2,14,No
E1857,31,Female,Marketing,Sales Executive,High School,16,75383,4,91.47,No,1,12,Yes
E1858,35,Female,Operations,Operations Manager,Master's,1,34837,3,83.89,No,1,5,No
E1859,44,Male,Finance,Operations Manager,PhD,14,129135,4,67.71,Yes,1,12,Yes
E1860,58,Female,Finance,Financial Analyst,Master's,4,77151,2,65.63,No,1,12,No
E1861,55,Male,HR,Financial Analyst,PhD,19,143128,5,68.58,No,1,11,Yes
E1862,50,Female,IT,Financial Analyst,Bachelor's,5,61824,5,79.37,No,4,8,Yes
E1863,51,Female,Marketing,Operations Manager,High School,5,58073,5,97.66,No,5,7,No
E1864,25,Male,IT,Sales Executive,PhD,17,137651,5,87.31,No,4,14,No
E1865,34,Male,Sales,Marketing Specialist,High School,17,122624,5,93.06,Yes,2,3,No
E1866,31,Female,Sales,Marketing Specialist,Master's,3,118648,5,81.32,No,3,12,No
E1867,29,Female,Operations,HR Executive,Bachelor's,16,51299,1,77.66,Yes,5,10,Yes
E1868,54,Female,HR,Marketing Specialist,High School,13,124993,3,68.79,No,2,11,No
E1869,32,Male,HR,Marketing Specialist,Bachelor's,13,83861,5,95.66,Yes,4,4,Yes
E1870,55,Female,HR,Financial Analyst,High School,12,55063,3,92.41,No,3,6,No
E1871,55,Male,Operations,Financial Analyst,Master's,6,94453,5,70.88,No,2,7,No
E1872,21,Male,Sales,Operations Manager,Master's,11,146768,4,82.93,No,3,4,No
E1873,42,Female,IT,HR Executive,Bachelor's,14,148299,5,82.06,Yes,2,8,No
E1874,49,Male,Operations,Software Engineer,Master's,18,93472,2,86.88,No,4,13,Yes
E1875,28,Female,Operations,HR Executive,PhD,10,127166,1,98.12,No,3,9,No
E1876,31,Female,IT,HR Executive,High School,14,39506,4,85.29,No,2,11,No
E1877,57,Female,HR,Sales Executive,Master's,11,119341,4,83.91,Yes,4,3,No
E1878,34,Female,Marketing,Operations Manager,PhD,2,104854,2,66.76,No,5,3,Yes
E1879,50,Female,IT,Sales Executive,Bachelor's,16,138604,5,67.2,No,4,12,No
E1880,55,Male,Sales,HR Executive,PhD,2,51026,1,71.56,Yes,4,7,No
E1881,41,Male,Finance,HR Executive,Bachelor's,18,52672,4,66.14,No,5,0,No
E1882,57,Female,Finance,HR Executive,Bachelor's,19,63417,1,91.02,No,4,7,No
E1883,25,Female,Operations,Marketing Specialist,High School,3,77413,4,90.32,No,5,4,No
E1884,39,Male,Finance,Sales Executive,High School,2,149044,5,69.76,No,5,12,No
E1885,34,Male,Marketing,HR Executive,PhD,15,90066,4,94.26,No,5,13,No
E1886,46,Male,HR,Financial Analyst,High School,11,84213,4,70.42,No,2,10,No
E1887,24,Male,Sales,Operations Manager,High School,7,75971,3,75.54,No,3,0,Yes
E1888,45,Female,Marketing,Operations Manager,High School,16,52281,5,73.71,No,2,3,Yes
E1889,45,Female,Sales,Financial Analyst,PhD,6,138978,2,78.03,No,5,1,No
E1890,38,Male,Sales,Operations Manager,Master's,10,53091,2,73.91,No,3,3,No
E1891,28,Female,HR,Marketing Specialist,High School,17,75494,5,82.11,Yes,3,7,No
E1892,59,Male,Operations,Marketing Specialist,High School,0,128864,2,79.26,No,5,4,Yes
E1893,34,Female,Finance,Software Engineer,PhD,2,138755,5,99.53,No,3,0,No
E1894,52,Male,HR,Software Engineer,Master's,3,43610,2,66.96,Yes,3,6,Yes
E1895,58,Female,Marketing,Software Engineer,High School,12,26079,3,69.98,Yes,2,0,No
E1896,53,Male,Operations,Operations Manager,Bachelor's,5,120386,2,66.85,No,3,8,No
E1897,43,Male,Marketing,Marketing Specialist,PhD,13,71751,4,86.9,No,5,2,Yes
E1898,35,Female,Operations,Marketing Specialist,High School,4,111126,5,66.91,No,1,11,Yes
E1899,53,Male,Marketing,Marketing Specialist,High School,15,80432,1,94.28,No,1,2,No
E1900,45,Female,HR,Financial Analyst,Bachelor's,14,55951,1,82.92,Yes,1,14,No
E1901,37,Female,Operations,Marketing Specialist,Bachelor's,14,105863,5,83.45,No,5,14,No
E1902,53,Male,Operations,Financial Analyst,PhD,3,103291,3,84.66,No,1,5,No
E1903,22,Female,Sales,Software Engineer,PhD,7,84872,2,70.98,No,2,15,No
E1904,34,Female,Sales,Software Engineer,Bachelor's,15,32235,3,71.92,Yes,5,9,Yes
E1905,59,Female,IT,Operations Manager,PhD,15,107733,1,76.16,No,5,5,No
E1906,26,Female,Marketing,Software Engineer,Bachelor's,3,87712,5,85.77,Yes,5,12,No
E1907,26,Female,Sales,Operations Manager,High School,12,46473,5,72.35,No,3,10,No
E1908,23,Male,IT,HR Executive,Bachelor's,12,92567,3,69.07,No,3,10,No
E1909,27,Female,Sales,HR Executive,Bachelor's,1,131818,3,98.95,No,3,5,Yes
E1910,28,Female,Marketing,Sales Executive,Master's,2,132399,2,65.77,Yes,4,12,No
E1911,35,Female,Operations,Operations Manager,Bachelor's,7,149421,4,93.09,No,2,0,No
E1912,49,Female,Finance,Sales Executive,Bachelor's,14,104823,4,92.58,No,5,4,No
E1913,53,Female,Marketing,Sales Executive,Master's,10,129215,2,75.4,No,5,11,No
E1914,50,Male,HR,HR Executive,PhD,8,134999,4,69.75,No,3,5,No
E1915,59,Female,Sales,Operations Manager,Master's,6,57230,1,70.1,No,5,7,No
E1916,47,Male,Sales,HR Executive,High School,12,109573,4,89.41,No,5,12,No
E1917,56,Male,Operations,Sales Executive,Master's,1,117588,2,87.5,No,1,0,No
E1918,49,Male,HR,Operations Manager,High School,7,93876,4,92.4,No,5,4,No
E1919,58,Male,Operations,Sales Executive,PhD,6,65644,5,97.81,Yes,4,2,No
E1920,53,Female,HR,Marketing Specialist,Master's,11,73664,3,89.22,No,3,1,No
E1921,57,Male,Finance,Operations Manager,Master's,18,70203,1,70.45,No,2,10,Yes
E1922,47,Male,Sales,Operations Manager,PhD,6,91677,5,73.52,Yes,2,7,Yes
E1923,53,Female,Sales,Sales Executive,High School,9,50425,5,94.48,No,1,6,No
E1924,24,Female,Finance,Marketing Specialist,Master's,15,148246,2,72.33,No,2,9,No
E1925,42,Female,IT,Financial Analyst,High School,2,109817,3,67.54,No,2,6,No
E1926,22,Male,Operations,HR Executive,Master's,9,132585,3,89.61,No,3,4,No
E1927,30,Female,Finance,Sales Executive,Bachelor's,5,110961,1,79.09,Yes,3,11,Yes
E1928,25,Female,Operations,Operations Manager,Master's,17,125342,2,97.2,No,4,15,No
E1929,30,Male,Marketing,HR Executive,PhD,17,122649,1,87.76,Yes,1,12,No
E1930,53,Female,Sales,HR Executive,PhD,4,94806,4,68.16,No,2,8,No
E1931,58,Female,Operations,HR Executive,High School,20,67814,5,98.17,Yes,4,4,Yes
E1932,33,Female,HR,Financial Analyst,Master's,6,95219,1,74.05,Yes,1,1,Yes
